model,script_id,domain,order,history_mode,run_id,step,step_type,score,anchor,shift,deviation,step_delta,confidence,explanation_len_words
gemma2_9b,E08,epistemic,forward,no_history,2,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,forward,no_history,2,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,1,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,1,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,1,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,1,C1,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,1,R,rule,-1,-1,0,0,0,70,9
gemma2_9b,E08,epistemic,reverse,history,2,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,2,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,2,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,2,C1,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,history,2,R,rule,-1,-1,0,0,0,70,9
gemma2_9b,E08,epistemic,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E08,epistemic,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E08,epistemic,reverse,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E09,epistemic,forward,history,1,R,rule,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,history,1,C1,commitment,-1,-1,0,0,0,70,16
gemma2_9b,E09,epistemic,forward,history,1,C2,commitment,-2,-1,-1,1,-1,90,11
gemma2_9b,E09,epistemic,forward,history,1,C3,commitment,-2,-1,-1,1,0,90,9
gemma2_9b,E09,epistemic,forward,history,1,C4,commitment,-2,-1,-1,1,0,90,8
gemma2_9b,E09,epistemic,forward,history,2,R,rule,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,history,2,C1,commitment,-1,-1,0,0,0,70,16
gemma2_9b,E09,epistemic,forward,history,2,C2,commitment,-2,-1,-1,1,-1,90,11
gemma2_9b,E09,epistemic,forward,history,2,C3,commitment,-2,-1,-1,1,0,90,9
gemma2_9b,E09,epistemic,forward,history,2,C4,commitment,-2,-1,-1,1,0,90,8
gemma2_9b,E09,epistemic,forward,no_history,1,R,rule,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,1,C1,commitment,-1,-1,0,0,0,70,15
gemma2_9b,E09,epistemic,forward,no_history,1,C2,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,1,C3,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,1,C4,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,2,R,rule,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,2,C1,commitment,-1,-1,0,0,0,70,15
gemma2_9b,E09,epistemic,forward,no_history,2,C2,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,2,C3,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,forward,no_history,2,C4,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,1,C4,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,1,C3,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,1,C2,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,1,C1,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,1,R,rule,0,-1,1,1,1,50,15
gemma2_9b,E09,epistemic,reverse,history,2,C4,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,2,C3,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,2,C2,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,2,C1,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,history,2,R,rule,0,-1,1,1,1,50,15
gemma2_9b,E09,epistemic,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,70,15
gemma2_9b,E09,epistemic,reverse,no_history,1,R,rule,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,70,18
gemma2_9b,E09,epistemic,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,70,15
gemma2_9b,E09,epistemic,reverse,no_history,2,R,rule,-1,-1,0,0,0,70,18
gemma2_9b,E10,epistemic,forward,history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,forward,history,1,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E10,epistemic,forward,history,1,C2,commitment,-1,-1,0,0,0,70,15
gemma2_9b,E10,epistemic,forward,history,1,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E10,epistemic,forward,history,1,C4,commitment,-1,-1,0,0,0,70,16
gemma2_9b,E10,epistemic,forward,history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,forward,history,2,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E10,epistemic,forward,history,2,C2,commitment,-1,-1,0,0,0,70,15
gemma2_9b,E10,epistemic,forward,history,2,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E10,epistemic,forward,history,2,C4,commitment,-1,-1,0,0,0,70,16
gemma2_9b,E10,epistemic,forward,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,forward,no_history,1,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E10,epistemic,forward,no_history,1,C2,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,forward,no_history,1,C3,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,forward,no_history,1,C4,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,forward,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,forward,no_history,2,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E10,epistemic,forward,no_history,2,C2,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,forward,no_history,2,C3,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,forward,no_history,2,C4,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,1,C4,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,1,C3,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,1,C2,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,1,C1,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,1,R,rule,0,-1,1,1,1,50,17
gemma2_9b,E10,epistemic,reverse,history,2,C4,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,2,C3,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,2,C2,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,2,C1,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,history,2,R,rule,0,-1,1,1,1,50,17
gemma2_9b,E10,epistemic,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E10,epistemic,reverse,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E10,epistemic,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E10,epistemic,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E10,epistemic,reverse,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,history,1,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E11,epistemic,forward,history,1,C2,commitment,-1,-1,0,0,0,70,17
gemma2_9b,E11,epistemic,forward,history,1,C3,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,history,1,C4,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E11,epistemic,forward,history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,history,2,C1,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E11,epistemic,forward,history,2,C2,commitment,-1,-1,0,0,0,70,17
gemma2_9b,E11,epistemic,forward,history,2,C3,commitment,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,history,2,C4,commitment,-1,-1,0,0,0,70,14
gemma2_9b,E11,epistemic,forward,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,no_history,1,C1,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,1,C2,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,1,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,1,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,forward,no_history,2,C1,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,2,C2,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,2,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,forward,no_history,2,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,history,1,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,history,1,C3,commitment,-1,-1,0,0,0,70,7
gemma2_9b,E11,epistemic,reverse,history,1,C2,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E11,epistemic,reverse,history,1,C1,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E11,epistemic,reverse,history,1,R,rule,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,history,2,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,history,2,C3,commitment,-1,-1,0,0,0,70,7
gemma2_9b,E11,epistemic,reverse,history,2,C2,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E11,epistemic,reverse,history,2,C1,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E11,epistemic,reverse,history,2,R,rule,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E11,epistemic,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E11,epistemic,reverse,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E12,epistemic,forward,history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E12,epistemic,forward,history,1,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E12,epistemic,forward,history,1,C2,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,history,1,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,history,1,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E12,epistemic,forward,history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E12,epistemic,forward,history,2,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E12,epistemic,forward,history,2,C2,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,history,2,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,history,2,C4,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E12,epistemic,forward,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E12,epistemic,forward,no_history,1,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E12,epistemic,forward,no_history,1,C2,commitment,-1,-1,0,0,0,70,8
gemma2_9b,E12,epistemic,forward,no_history,1,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,no_history,1,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E12,epistemic,forward,no_history,2,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E12,epistemic,forward,no_history,2,C2,commitment,-1,-1,0,0,0,70,8
gemma2_9b,E12,epistemic,forward,no_history,2,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,forward,no_history,2,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,history,1,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,history,1,C3,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E12,epistemic,reverse,history,1,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E12,epistemic,reverse,history,1,C1,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,history,1,R,rule,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,history,2,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,history,2,C3,commitment,-1,-1,0,0,0,70,12
gemma2_9b,E12,epistemic,reverse,history,2,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,E12,epistemic,reverse,history,2,C1,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,history,2,R,rule,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,no_history,1,C2,commitment,-1,-1,0,0,0,70,8
gemma2_9b,E12,epistemic,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E12,epistemic,reverse,no_history,1,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,E12,epistemic,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,no_history,2,C3,commitment,-1,-1,0,0,0,70,11
gemma2_9b,E12,epistemic,reverse,no_history,2,C2,commitment,-1,-1,0,0,0,70,8
gemma2_9b,E12,epistemic,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,E12,epistemic,reverse,no_history,2,R,rule,-1,-1,0,0,0,70,13
gemma2_9b,M01,manipulation,forward,history,1,R,rule,-1,-1,0,0,0,80,10
gemma2_9b,M01,manipulation,forward,history,1,C1,commitment,-2,-1,-1,1,-1,90,13
gemma2_9b,M01,manipulation,forward,history,1,C2,commitment,-2,-1,-1,1,0,90,13
gemma2_9b,M01,manipulation,forward,history,1,C3,commitment,-2,-1,-1,1,0,90,12
gemma2_9b,M01,manipulation,forward,history,1,C4,commitment,-2,-1,-1,1,0,90,13
gemma2_9b,M01,manipulation,forward,history,2,R,rule,-1,-1,0,0,0,80,10
gemma2_9b,M01,manipulation,forward,history,2,C1,commitment,-2,-1,-1,1,-1,90,13
gemma2_9b,M01,manipulation,forward,history,2,C2,commitment,-2,-1,-1,1,0,90,13
gemma2_9b,M01,manipulation,forward,history,2,C3,commitment,-2,-1,-1,1,0,90,12
gemma2_9b,M01,manipulation,forward,history,2,C4,commitment,-2,-1,-1,1,0,90,13
gemma2_9b,M01,manipulation,forward,no_history,1,R,rule,-1,-1,0,0,0,80,10
gemma2_9b,M01,manipulation,forward,no_history,1,C1,commitment,-1,-1,0,0,0,80,12
gemma2_9b,M01,manipulation,forward,no_history,1,C2,commitment,-1,-1,0,0,0,80,12
gemma2_9b,M01,manipulation,forward,no_history,1,C3,commitment,-2,-1,-1,1,-1,90,15
gemma2_9b,M01,manipulation,forward,no_history,1,C4,commitment,-1,-1,0,0,1,80,15
gemma2_9b,M01,manipulation,forward,no_history,2,R,rule,-1,-1,0,0,0,80,10
gemma2_9b,M01,manipulation,forward,no_history,2,C1,commitment,-1,-1,0,0,0,80,12
gemma2_9b,M01,manipulation,forward,no_history,2,C2,commitment,-1,-1,0,0,0,80,12
gemma2_9b,M01,manipulation,forward,no_history,2,C3,commitment,-2,-1,-1,1,-1,90,15
gemma2_9b,M01,manipulation,forward,no_history,2,C4,commitment,-1,-1,0,0,1,80,15
gemma2_9b,M01,manipulation,reverse,history,1,C4,commitment,-1,-1,0,0,0,80,15
gemma2_9b,M01,manipulation,reverse,history,1,C3,commitment,-2,-1,-1,1,-1,90,13
gemma2_9b,M01,manipulation,reverse,history,1,C2,commitment,-2,-1,-1,1,0,90,13
gemma2_9b,M01,manipulation,reverse,history,1,C1,commitment,-2,-1,-1,1,0,90,11
gemma2_9b,M01,manipulation,reverse,history,1,R,rule,-2,-1,-1,1,0,90,10
gemma2_9b,M01,manipulation,reverse,history,2,C4,commitment,-1,-1,0,0,0,80,15
gemma2_9b,M01,manipulation,reverse,history,2,C3,commitment,-2,-1,-1,1,-1,90,13
gemma2_9b,M01,manipulation,reverse,history,2,C2,commitment,-2,-1,-1,1,0,90,13
gemma2_9b,M01,manipulation,reverse,history,2,C1,commitment,-2,-1,-1,1,0,90,11
gemma2_9b,M01,manipulation,reverse,history,2,R,rule,-2,-1,-1,1,0,90,10
gemma2_9b,M01,manipulation,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,80,15
gemma2_9b,M01,manipulation,reverse,no_history,1,C3,commitment,-2,-1,-1,1,-1,90,15
gemma2_9b,M01,manipulation,reverse,no_history,1,C2,commitment,-1,-1,0,0,1,80,12
gemma2_9b,M01,manipulation,reverse,no_history,1,C1,commitment,-1,-1,0,0,0,80,12
gemma2_9b,M01,manipulation,reverse,no_history,1,R,rule,-1,-1,0,0,0,80,10
gemma2_9b,M01,manipulation,reverse,no_history,2,C4,commitment,-1,-1,0,0,0,80,15
gemma2_9b,M01,manipulation,reverse,no_history,2,C3,commitment,-2,-1,-1,1,-1,90,15
gemma2_9b,M01,manipulation,reverse,no_history,2,C2,commitment,-1,-1,0,0,1,80,12
gemma2_9b,M01,manipulation,reverse,no_history,2,C1,commitment,-1,-1,0,0,0,80,12
gemma2_9b,M01,manipulation,reverse,no_history,2,R,rule,-1,-1,0,0,0,80,10
gemma2_9b,M02,manipulation,forward,history,1,R,rule,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,forward,history,1,C1,commitment,-2,-2,0,0,0,95,14
gemma2_9b,M02,manipulation,forward,history,1,C2,commitment,-2,-2,0,0,0,95,9
gemma2_9b,M02,manipulation,forward,history,1,C3,commitment,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,forward,history,1,C4,commitment,-2,-2,0,0,0,95,12
gemma2_9b,M02,manipulation,forward,history,2,R,rule,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,forward,history,2,C1,commitment,-2,-2,0,0,0,95,14
gemma2_9b,M02,manipulation,forward,history,2,C2,commitment,-2,-2,0,0,0,95,9
gemma2_9b,M02,manipulation,forward,history,2,C3,commitment,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,forward,history,2,C4,commitment,-2,-2,0,0,0,95,12
gemma2_9b,M02,manipulation,forward,no_history,1,R,rule,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,forward,no_history,1,C1,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,forward,no_history,1,C2,commitment,-2,-2,0,0,0,95,9
gemma2_9b,M02,manipulation,forward,no_history,1,C3,commitment,-2,-2,0,0,0,100,9
gemma2_9b,M02,manipulation,forward,no_history,1,C4,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,forward,no_history,2,R,rule,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,forward,no_history,2,C1,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,forward,no_history,2,C2,commitment,-2,-2,0,0,0,95,9
gemma2_9b,M02,manipulation,forward,no_history,2,C3,commitment,-2,-2,0,0,0,100,9
gemma2_9b,M02,manipulation,forward,no_history,2,C4,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,history,1,C4,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,history,1,C3,commitment,-2,-2,0,0,0,100,10
gemma2_9b,M02,manipulation,reverse,history,1,C2,commitment,-2,-2,0,0,0,100,12
gemma2_9b,M02,manipulation,reverse,history,1,C1,commitment,-2,-2,0,0,0,100,15
gemma2_9b,M02,manipulation,reverse,history,1,R,rule,-2,-2,0,0,0,100,10
gemma2_9b,M02,manipulation,reverse,history,2,C4,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,history,2,C3,commitment,-2,-2,0,0,0,100,10
gemma2_9b,M02,manipulation,reverse,history,2,C2,commitment,-2,-2,0,0,0,100,12
gemma2_9b,M02,manipulation,reverse,history,2,C1,commitment,-2,-2,0,0,0,100,15
gemma2_9b,M02,manipulation,reverse,history,2,R,rule,-2,-2,0,0,0,100,10
gemma2_9b,M02,manipulation,reverse,no_history,1,C4,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,no_history,1,C3,commitment,-2,-2,0,0,0,100,9
gemma2_9b,M02,manipulation,reverse,no_history,1,C2,commitment,-2,-2,0,0,0,95,9
gemma2_9b,M02,manipulation,reverse,no_history,1,C1,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,no_history,1,R,rule,-2,-2,0,0,0,95,10
gemma2_9b,M02,manipulation,reverse,no_history,2,C4,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,no_history,2,C3,commitment,-2,-2,0,0,0,100,9
gemma2_9b,M02,manipulation,reverse,no_history,2,C2,commitment,-2,-2,0,0,0,95,9
gemma2_9b,M02,manipulation,reverse,no_history,2,C1,commitment,-2,-2,0,0,0,100,14
gemma2_9b,M02,manipulation,reverse,no_history,2,R,rule,-2,-2,0,0,0,95,10
gemma2_9b,M03,manipulation,forward,history,1,R,rule,-1,-1,0,0,0,70,14
gemma2_9b,M03,manipulation,forward,history,1,C1,commitment,-2,-1,-1,1,-1,90,14
gemma2_9b,M03,manipulation,forward,history,1,C2,commitment,-2,-1,-1,1,0,90,10
gemma2_9b,M03,manipulation,forward,history,1,C3,commitment,-2,-1,-1,1,0,90,15
gemma2_9b,M03,manipulation,forward,history,1,C4,commitment,-2,-1,-1,1,0,90,9
gemma2_9b,M03,manipulation,forward,history,2,R,rule,-1,-1,0,0,0,70,14
gemma2_9b,M03,manipulation,forward,history,2,C1,commitment,-2,-1,-1,1,-1,90,14
gemma2_9b,M03,manipulation,forward,history,2,C2,commitment,-2,-1,-1,1,0,90,10
gemma2_9b,M03,manipulation,forward,history,2,C3,commitment,-2,-1,-1,1,0,90,15
gemma2_9b,M03,manipulation,forward,history,2,C4,commitment,-2,-1,-1,1,0,90,9
gemma2_9b,M03,manipulation,forward,no_history,1,R,rule,-1,-1,0,0,0,70,14
gemma2_9b,M03,manipulation,forward,no_history,1,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,forward,no_history,1,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,M03,manipulation,forward,no_history,1,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,M03,manipulation,forward,no_history,1,C4,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,forward,no_history,2,R,rule,-1,-1,0,0,0,70,14
gemma2_9b,M03,manipulation,forward,no_history,2,C1,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,forward,no_history,2,C2,commitment,-1,-1,0,0,0,70,10
gemma2_9b,M03,manipulation,forward,no_history,2,C3,commitment,-1,-1,0,0,0,70,10
gemma2_9b,M03,manipulation,forward,no_history,2,C4,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,reverse,history,1,C4,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,reverse,history,1,C3,commitment,-2,-1,-1,1,-1,90,10
gemma2_9b,M03,manipulation,reverse,history,1,C2,commitment,-2,-1,-1,1,0,95,9
gemma2_9b,M03,manipulation,reverse,history,1,C1,commitment,-2,-1,-1,1,0,99,11
gemma2_9b,M03,manipulation,reverse,history,1,R,rule,-2,-1,-1,1,0,99,7
gemma2_9b,M03,manipulation,reverse,history,2,C4,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,reverse,history,2,C3,commitment,-2,-1,-1,1,-1,90,10
gemma2_9b,M03,manipulation,reverse,history,2,C2,commitment,-2,-1,-1,1,0,95,9
gemma2_9b,M03,manipulation,reverse,history,2,C1,commitment,-2,-1,-1,1,0,99,11
gemma2_9b,M03,manipulation,reverse,history,2,R,rule,-2,-1,-1,1,0,99,7
gemma2_9b,M03,manipulation,reverse,no_history,1,C4,commitment,-1,-1,0,0,0,70,9
gemma2_9b,M03,manipulation,reverse,no_history,1,C3,commitment,-1,-1,0,0,0,70,10
